genre,chart_page,period,artist,title,label
blues,9705,"April 28-May 4, 1997",Smokey Wilson,The Man From Mars,Bullseye
blues,9705,"April 28-May 4, 1997",Charlie Musselwhite,Rough News,Pointblank
blues,9705,"April 28-May 4, 1997",Lead Belly,Bourgeois Blues,Smithsonian Folkways
blues,9705,"April 28-May 4, 1997",Isaac Scott,High Class Woman,Shakira
blues,9705,"April 28-May 4, 1997","Artie ""Blues Boy"" White",Home Tonight,Waldoxy / Malaco
blues,9705,"April 28-May 4, 1997",Darrell Nulisch,Bluesoul,Higher Plane
blues,9706,"June 2-8, 1997",Junior Kimbrough,Most Things Haven't Worked Out,Fat Possum / Capricorn
blues,9706,"June 2-8, 1997",Corey Harris,Fish Ain't Bitin',Alligator
blues,9706,"June 2-8, 1997","Robert ""Bilbo"" Walker",Promised Land,Rooster Blues
blues,9706,"June 2-8, 1997",Charlie Musselwhite,Rough News,Pointblank
blues,9706,"June 2-8, 1997",Lead Belly,Bourgeois Blues,Smithsonian Folkways
blues,9706,"June 2-8, 1997",Isaac Scott,High Class Woman,Shakira
blues,9706,"June 2-8, 1997",Smokey Wilson,The Man From Mars,Bullseye
blues,9706,"June 2-8, 1997",(Various),Sacred Steel,Arhoolie
blues,9706,"June 2-8, 1997","Artie ""Blues Boy"" White",Home Tonight,Waldoxy / Malaco
blues,9706,"June 2-8, 1997",R L Burnside,Mr. Wizard,Fat Possum
blues,9707,"June 30-July 6, 1997",T-Model Ford,Pee-Wee Get My Gun,Fat Possum
blues,9707,"June 30-July 6, 1997",Twenty Miles,Twenty Miles,Fat Possum
blues,9707,"June 30-July 6, 1997",Super Chikan,Blues Come Home To Roost,Rooster Blues
blues,9707,"June 30-July 6, 1997","Robert ""Bilbo"" Walker",Promised Land,Rooster Blues
blues,9707,"June 30-July 6, 1997",(Various),Northwest Harmonica Showcase,Bluestown
blues,9707,"June 30-July 6, 1997",Tucker & Thomas,Stranded,HMG/ Hightone
blues,9707,"June 30-July 6, 1997",Taj Mahal,Senor Blues,Private Music
blues,9707,"June 30-July 6, 1997",Charlie Musselwhite,Rough News,Pointblank
blues,9707,"June 30-July 6, 1997",Corey Harris,Fish Ain't Bitin',Alligator
blues,9707,"June 30-July 6, 1997",Junior Kimbrough,Most Things Haven't Worked Out,Fat Possum/ Capricorn
blues,9708,"September 1-7, 1997",T-Model Ford,Pee-Wee Get My Gun,Fat Possum
blues,9708,"September 1-7, 1997",Twenty Miles,Twenty Miles,Fat Possum
blues,9708,"September 1-7, 1997",Billy Lee Riley,Hot Damn!,Capricorn
blues,9708,"September 1-7, 1997",Chris Ardoin,Gon' Be Jus' Fine,Rounder
blues,9708,"September 1-7, 1997",Tucker & Thomas,Stranded,HMG/ Hightone
blues,9708,"September 1-7, 1997",(Various),Northwest Harmonica Showcase,Bluestown
blues,9708,"September 1-7, 1997",Eddy Clearwater,Mean Case Of The Blues,Bullseye
blues,9708,"September 1-7, 1997","Robert ""Bilbo"" Walker",Promised Land,Rooster Blues
blues,9708,"September 1-7, 1997",Taj Mahal,Senor Blues,Private Music
blues,9708,"September 1-7, 1997",Super Chikan,Blues Come Home To Roost,Rooster Blues
blues,9709,"September 1-7, 1997",Kelly Joe Phelps,Roll Away The Stone,Rykodisc
blues,9709,"September 1-7, 1997",Chris Ardoin,Gon' Be Jus' Fine,Rounder
blues,9709,"September 1-7, 1997",Billy Lee Riley,Hot Damn!,Capricorn
blues,9709,"September 1-7, 1997",R.L. Burnside,Sound Machine Groove,High Water/ HMG
blues,9709,"September 1-7, 1997",Lowell Fulson,My First Recordings,Arhoolie
blues,9709,"September 1-7, 1997",Junior Kimbrough,Do The Rump!,High Water/ HMG
blues,9709,"September 1-7, 1997",(Various),Louisiana Blues,Arhoolie
blues,9709,"September 1-7, 1997",Eddy Clearwater,Mean Case Of The Blues,Bullseye
blues,9709,"September 1-7, 1997",Arthur Big Boy Crudup,Look On Yonder's Wall,Delmark
blues,9709,"September 1-7, 1997",Big Joe Williams,Piney Woods Blues,Delmark
blues,9710,"September 29-October 5, 1997",Kelly Joe Phelps,Roll Away The Stone,Rykodisc
blues,9710,"September 29-October 5, 1997",Ray Charles,Genius & Soul,Rhino
blues,9710,"September 29-October 5, 1997",Fred McDowell,The First Recordings,Rounder
blues,9710,"September 29-October 5, 1997",R. L. Burnside,Acoustic Stories,M. C
blues,9710,"September 29-October 5, 1997",Robert Ealey,I Like Music When I Party,Black Top
blues,9710,"September 29-October 5, 1997",Lowell Fulson,My First Recordings,Arhoolie
blues,9710,"September 29-October 5, 1997",Junior Kimbrough,Do The Rump!,High Water/ HMG
blues,9710,"September 29-October 5, 1997",Johnny Copeland,Live In Australia,Black Top
blues,9710,"September 29-October 5, 1997",R.L. Burnside,Sound Machine Groove,High Water/ HMG
blues,9710,"September 29-October 5, 1997",(Various),Louisiana Blues,Arhoolie
blues,9711,"October 27-November 2, 1997",Jas. Mathus And His Knock-Down Society,Plays Songs For Rosetta,Mammoth
blues,9711,"October 27-November 2, 1997",Sonny Treadway,Jesus Will Fix It!,Arhoolie
blues,9711,"October 27-November 2, 1997",The Campbell Brothers,Pass Me Not,Arhoolie
blues,9711,"October 27-November 2, 1997",Fred McDowell,The First Recordings,Rounder
blues,9711,"October 27-November 2, 1997",Ray Charles,Genius & Soul,Rhino
blues,9711,"October 27-November 2, 1997",Harmonica Slim,Get Me My Shotgun!,Fedora
blues,9711,"October 27-November 2, 1997",(Various),Blues Across America: The Dallas Scene,Cannonball
blues,9711,"October 27-November 2, 1997",R.L. Burnside,Acoustic Stories,M.C
blues,9711,"October 27-November 2, 1997",(Various),American Folk Blues Festival '62-'65,Evidence
blues,9711,"October 27-November 2, 1997",Robert Ealey,I Like Music When I Party,Black Top
blues,9712,"December 1-7, 1997",(Various),"Beg, Scream & Shout",Rhino
blues,9712,"December 1-7, 1997",Aubrey Ghent,Can't Nobody Do Me Like Jesus,Arhoolie
blues,9712,"December 1-7, 1997",Carey Bell,Good Luck Man,Alligator
blues,9712,"December 1-7, 1997",The Campbell Brothers,Pass Me Not,Arhoolie
blues,9712,"December 1-7, 1997",Sonny Treadway,Jesus Will Fix It!,Arhoolie
blues,9712,"December 1-7, 1997",(Various),Blues Across America: The Dallas Scene,Cannonball
blues,9712,"December 1-7, 1997",Guitar Slim & Jelly Belly,Carolina Blues,Arhoolie
blues,9712,"December 1-7, 1997",Harmonica Slim,Get Me My Shotgun!,Fedora
blues,9712,"December 1-7, 1997",(Various),American Folk Blues Festival '62-'65,Evidence
blues,9712,"December 1-7, 1997",Eric Madis,Traveling Light,Luna
blues,9801,"January 5 - 11, 1998",(Various),"Beg, Scream & Shout",Rhino
blues,9801,"January 5 - 11, 1998",Ted Hawkins,The Final Tour,Evidence
blues,9801,"January 5 - 11, 1998",Aubrey Ghent,Can't Nobody Do Me Like Jesus,Arhoolie
blues,9801,"January 5 - 11, 1998",Carey Bell,Good Luck Man,Alligator
blues,9801,"January 5 - 11, 1998",Guitar Slim & Jelly Belly,Carolina Blues,Arhoolie
blues,9801,"January 5 - 11, 1998",Harmonica Slim,Get Me My Shotgun!,Fedora
blues,9801,"January 5 - 11, 1998",Eric Madis,Traveling Light,Luna
blues,9801,"January 5 - 11, 1998",The Campbell Brothers,Pass Me Not,Arhoolie
blues,9801,"January 5 - 11, 1998",Sonny Treadway,Jesus Will Fix It!,Arhoolie
blues,9801,"January 5 - 11, 1998",(Various),Blues Across America: The Dallas Scene,Cannonball
blues,9802,"February 2 - 8, 1998",(Various),"Beg, Scream & Shout",Rhino
blues,9802,"February 2 - 8, 1998",Ted Hawkins,The Final Tour,Evidence
blues,9802,"February 2 - 8, 1998",Aubrey Ghent,Can't Nobody Do Me Like Jesus,Arhoolie
blues,9802,"February 2 - 8, 1998",Byther Smith,All Night Long,Delmark
blues,9802,"February 2 - 8, 1998",(Various),Blues Across America: The Chicago Scene,Cannonball
blues,9802,"February 2 - 8, 1998","Golden ""Big"" Wheeler",Jump In,Delmark
blues,9802,"February 2 - 8, 1998",Johnnie Bassett,Cadillac Blues,Cannonball
blues,9802,"February 2 - 8, 1998",Ted Hawkins,Suffer No More,Rhino
blues,9802,"February 2 - 8, 1998",Dave Myers,You Can't Do That,Black Top
blues,9802,"February 2 - 8, 1998",Aretha Franklin,The Delta Meets Detroit: Aretha's Blues,Rhino
blues,9803,"March 2-8, 1998",Kim Wilson,My Blues,Blue Collar Music
blues,9803,"March 2-8, 1998",Sax Gordon,Have Horn Will Travel,Bullseye
blues,9803,"March 2-8, 1998",Johnnie Bassett,Cadillac Blues,Cannonball
blues,9803,"March 2-8, 1998",Ted Hawkins,Suffer No More,Rhino
blues,9803,"March 2-8, 1998",Aretha Franklin,The Delta Meets Detroit: Aretha's Blues,Rhino
blues,9803,"March 2-8, 1998",Byther Smith,All Night Long,Delmark
blues,9803,"March 2-8, 1998",Sleepy John Estes,Goin' To Brownsville,Testament
blues,9803,"March 2-8, 1998",(Various),Blues Across America: The Chicago Scene,Cannonball
blues,9803,"March 2-8, 1998","Golden ""Big Wheeler",Jump In,Delmark
blues,9803,"March 2-8, 1998",Fred McDowell,Levee Camp Blues,Testament
blues,9804,"March 30 - April 5, 1998",Satan and Adam,Living On The River,Flying Fish
blues,9804,"March 30 - April 5, 1998",Kim Wilson,My Blues,Blue Collar Music
blues,9804,"March 30 - April 5, 1998",Sax Gordon,Have Horn Will Travel,Bullseye
blues,9804,"March 30 - April 5, 1998",Aretha Franklin,The Delta Meets Detroit: Aretha's Blues,Rhino
blues,9804,"March 30 - April 5, 1998",Sleepy John Estes,Goin' To Brownsville,Testament
blues,9804,"March 30 - April 5, 1998",Johnnie Bassett,Cadillac Blues,Cannonball
blues,9804,"March 30 - April 5, 1998",(Various),Blues Across America: The Chicago Scene,Cannonball
blues,9804,"March 30 - April 5, 1998",Fred McDowell,Levee Camp Blues,Testament
blues,9804,"March 30 - April 5, 1998",Byther Smith,All Night Long,Delmark
blues,9804,"March 30 - April 5, 1998",Ted Hawkins,Suffer No More,Rhino
blues,9805,"May 4 - 10, 1998",Elmo Williams & Hezekiah Early,Takes One To Know One,Fat Possum
blues,9805,"May 4 - 10, 1998",Satan and Adam,Living On The River,Flying Fish
blues,9805,"May 4 - 10, 1998",Guy Davis,You Don't Know My Mind,Red House
blues,9805,"May 4 - 10, 1998",(Various),Chess Blues Guitar,MCA/Chess
blues,9805,"May 4 - 10, 1998",Taj Mahal,Sacred Island,Private
blues,9805,"May 4 - 10, 1998",Sleepy John Estes,Goin' To Brownsville,Testament
blues,9805,"May 4 - 10, 1998",(Various),The Chess 50th Anniversary Sampler,MCA/Chess
blues,9805,"May 4 - 10, 1998",Fred McDowell,Levee Camp Blues,Testament
blues,9805,"May 4 - 10, 1998",(Various),Blues Across America: The Chicago Scene,Cannonball
blues,9805,"May 4 - 10, 1998",Sax Gordon,Have Horn Will Travel,Bullseye
blues,9806,"June 1 - 7, 1998",Elmo Williams & Hezekiah Early,Takes One To Know One,Fat Possum
blues,9806,"June 1 - 7, 1998",Guy Davis,You Don't Know My Mind,Red House
blues,9806,"June 1 - 7, 1998",(Various),Chess Blues Guitar,MCA/Chess
blues,9806,"June 1 - 7, 1998",Taj Mahal,Sacred Island,Private
blues,9806,"June 1 - 7, 1998",Henry Butler,Blues After Sunset,Black Top
blues,9806,"June 1 - 7, 1998",W.C. Clark,Lover's Plea,Black Top
blues,9806,"June 1 - 7, 1998",Mance Lipscomb,"Captain, Captain",Arhoolie
blues,9806,"June 1 - 7, 1998",Fred McDowell,Levee Camp Blues,Testament
blues,9806,"June 1 - 7, 1998",Sleepy John Estes,Goin' To Brownsville,Testament
blues,9806,"June 1 - 7, 1998",(Various),The Chess 50th Anniversary Sampler,MCA/Chess
blues,9807,"June 29 - July 5, 1998",Robert Cage,Can See What You're Doing,Fat Possum
blues,9807,"June 29 - July 5, 1998",Cedell Davis,The Horror Of It All,Fat Possum
blues,9807,"June 29 - July 5, 1998",Alvin Youngblood Hart,Territory,Hannibal
blues,9807,"June 29 - July 5, 1998",Guy Davis,You Don't Know My Mind,Red House
blues,9807,"June 29 - July 5, 1998",Henry Butler,Blues After Sunset,Black Top
blues,9807,"June 29 - July 5, 1998",R.L. Burnside,Rollin' Tumblin,' Bong Load
blues,9807,"June 29 - July 5, 1998",Taj Mahal,Sacred Island,Private
blues,9807,"June 29 - July 5, 1998",W.C. Clark,Lover's Plea,Black Top
blues,9807,"June 29 - July 5, 1998",Fred McDowell,Levee Camp Blues,Testament
blues,9807,"June 29 - July 5, 1998",Mance Lipscomb,"Captain, Captain",Arhoolie
blues,9808,"August 3 - 9, 1998",Robert Cage,Can See What You're Doing,Fat Possum
blues,9808,"August 3 - 9, 1998",Alvin Youngblood Hart,Territory,Hannibal
blues,9808,"August 3 - 9, 1998",Cephas & Wiggins,Goin' Down The Road Feelin' Bad,Evidence
blues,9808,"August 3 - 9, 1998",Junior Wells,Blues Hit Big Town,Delmark
blues,9808,"August 3 - 9, 1998",Cedell Davis,The Horror Of It All,Fat Possum
blues,9808,"August 3 - 9, 1998",R.L. Burnside,Rollin' Tumblin,' Bong Load
blues,9808,"August 3 - 9, 1998",Darrell Nulisch,The Whole Truth,Severn
blues,9808,"August 3 - 9, 1998",Henry Butler,Blues After Sunset,Black Top
blues,9808,"August 3 - 9, 1998",Mance Lipscomb,"Captain, Captain",Arhoolie
blues,9808,"August 3 - 9, 1998",W.C. Clark,Lover's Plea,Black Top
blues,9809,"August 31 - Sept 6, 1998",Cephas & Wiggins,Goin' Down The Road Feelin' Bad,Evidence
blues,9809,"August 31 - Sept 6, 1998",Junior Wells,Blues Hit Big Town,Delmark
blues,9809,"August 31 - Sept 6, 1998",R.L. Burnside,Come On In,Fat Possum
blues,9809,"August 31 - Sept 6, 1998",Robert Nighthawk,Bricks In My Pillow,Delmark
blues,9809,"August 31 - Sept 6, 1998",Wild Child Butler,Lickin' Gravy,M.C
blues,9809,"August 31 - Sept 6, 1998",Earl Hooker,The Moon Is Rising,
blues,9809,"August 31 - Sept 6, 1998",Darrell Nulisch,The Whole Truth,Severn
blues,9809,"August 31 - Sept 6, 1998",Memphis Slim,U.S.A,Delmark
blues,9809,"August 31 - Sept 6, 1998",Alvin Youngblood Hart,Territory,Hannibal
blues,9809,"August 31 - Sept 6, 1998",Robert Cage,Can You See What You're Doing,Fat Possum
blues,9810,"Sept 28 - Oct 4, 1998",Beau Jocque,"Check It Out, Lock It In, Crank It Up!",Rounder
blues,9810,"Sept 28 - Oct 4, 1998",R.L. Burnside,Come On In,Fat Possum
blues,9810,"Sept 28 - Oct 4, 1998",Johnny Adams,Man Of My Word,Rounder
blues,9810,"Sept 28 - Oct 4, 1998",Long John Hunter,Ride With Me,Alligator
blues,9810,"Sept 28 - Oct 4, 1998",Chris Thomas King,Red Mud,Black Top
blues,9810,"Sept 28 - Oct 4, 1998",Orville Johnson,Blueprint For The Blues,self-released
blues,9810,"Sept 28 - Oct 4, 1998",Wild Child Butler,Lickin' Gravy,M.C
blues,9810,"Sept 28 - Oct 4, 1998",Earl Hooker,The Moon Is Rising,
blues,9810,"Sept 28 - Oct 4, 1998",Robert Nighthawk,Bricks In My Pillow,Delmark
blues,9810,"Sept 28 - Oct 4, 1998",Memphis Slim,U.S.A,Delmark
blues,9811,"November 2 - 8, 1998",Chris Ardoin and Double Clutchin',Turn The Page,Rounder
blues,9811,"November 2 - 8, 1998",B.B. King Blues On The Bayou MCA,,
blues,9811,"November 2 - 8, 1998",Willie Kent,Make Room For The Blues,Delmark
blues,9811,"November 2 - 8, 1998",Johnny Adams,Man Of My Word,Rounder
blues,9811,"November 2 - 8, 1998","Luther ""Guitar Junior"" Johnson",Got To Find A Way,Telarc
blues,9811,"November 2 - 8, 1998",James Harman,Takin' Chances,Cannonball
blues,9811,"November 2 - 8, 1998",Ted Hawkins,Love You Most Of All,Evidence
blues,9811,"November 2 - 8, 1998",Roscoe Shelton,Let It Shine,Black Top
blues,9811,"November 2 - 8, 1998",Beau Jocque,"Check It Out, Lock It In, Crank It Up!",Rounder
blues,9811,"November 2 - 8, 1998",Chris Thomas King,Red Mud,Black Top
blues,9812,"Nov 30 - Dec 6, 1998",Chris Ardoin and Double Clutchin',Turn The Page,Rounder
blues,9812,"Nov 30 - Dec 6, 1998",Devil In A Woodpile,Devil In A Woodpile,Bloodshot
blues,9812,"Nov 30 - Dec 6, 1998",B.B. King Blues On The Bayou MCA,,
blues,9812,"Nov 30 - Dec 6, 1998",Willie Kent,Make Room For The Blues,Delmark
blues,9812,"Nov 30 - Dec 6, 1998",James Harman,Takin' Chances,Cannonball
blues,9812,"Nov 30 - Dec 6, 1998","Luther ""Guitar Junior"" Johnson & the Magic Rockers",Got To Find A Way,Telarc
blues,9812,"Nov 30 - Dec 6, 1998",Roscoe Shelton,Let It Shine,Black Top
blues,9812,"Nov 30 - Dec 6, 1998",Lurrie Bell,Kiss Of Sweet Blues,Delmark
blues,9812,"Nov 30 - Dec 6, 1998",Ted Hawkins,Love You Most Of All,Evidence
blues,9812,"Nov 30 - Dec 6, 1998",K.C. Douglas,Mercury Blues,Arhoolie
blues,9901,"January 4 - 11, 1999",Mike Henderson & The Bluebloods,Thicker Than Water,Dead Reckoning
blues,9901,"January 4 - 11, 1999",Devil In A Woodpile,Devil In A Woodpile,Bloodshot
blues,9901,"January 4 - 11, 1999",Lurrie Bell,Kiss Of Sweet Blues,Delmark
blues,9901,"January 4 - 11, 1999",B.B. King Blues On The Bayou MCA,,
blues,9901,"January 4 - 11, 1999",Willie Kent,Make Room For The Blues,Delmark
blues,9901,"January 4 - 11, 1999",K.C. Douglas,Mercury Blues,Arhoolie
blues,9901,"January 4 - 11, 1999","Luther ""Guitar Junior"" Johnson & the Magic Rockers",Got To Find A Way,Telarc
blues,9901,"January 4 - 11, 1999",James Harman,Takin' Chances,Cannonball
blues,9901,"January 4 - 11, 1999",Roscoe Shelton,Let It Shine,Black Top
blues,9901,"January 4 - 11, 1999",Ted Hawkins,Love You Most Of All,Evidence
blues,9902,"February 1 - 7, 1999",Chuck E. Weiss,Extremely Cool,Slow River/ Rykodisc
blues,9902,"February 1 - 7, 1999",Mike Henderson & The Bluebloods,Thicker Than Water,Dead Reckoning
blues,9902,"February 1 - 7, 1999",Rusty Zinn,Confessin',Black Top
blues,9902,"February 1 - 7, 1999",Cephas & Wiggins,Homemade,Alligator
blues,9902,"February 1 - 7, 1999",T-Model Ford,You Better Keep Still,Fat Possum/ Epitaph
blues,9902,"February 1 - 7, 1999",Frank Frost & Sam Carr,The Jellyroll Kings,HMG
blues,9902,"February 1 - 7, 1999",K.C. Douglas,Mercury Blues,Arhoolie
blues,9902,"February 1 - 7, 1999",James Harman,Takin' Chances,Cannonball
blues,9902,"February 1 - 7, 1999",Willie Kent,Make Room For The Blues,Delmark
blues,9902,"February 1 - 7, 1999",B.B. King Blues On The Bayou MCA,,
blues,9903,"March 1 - 7, 1999",Chuck E. Weiss,Extremely Cool,Slow River/ Rykodisc
blues,9903,"March 1 - 7, 1999",Rusty Zinn,Confessin',Black Top
blues,9903,"March 1 - 7, 1999",Snooky Pryor,Shake My Hand,Blind Pig
blues,9903,"March 1 - 7, 1999",Cephas & Wiggins,Homemade,Alligator
blues,9903,"March 1 - 7, 1999","Lawrence ""Black"" Ardoin",Tradition Creole,Arhoolie
blues,9903,"March 1 - 7, 1999",T-Model Ford,You Better Keep Still,Fat Possum/ Epitaph
blues,9903,"March 1 - 7, 1999",Frank Frost & Sam Carr,The Jellyroll Kings,HMG
blues,9903,"March 1 - 7, 1999",Eric Bibb,Spirit and the Blues,Earthbeat!
blues,9903,"March 1 - 7, 1999",Mike Henderson & The Bluebloods,Thicker Than Water,Dead Reckoning
blues,9903,"March 1 - 7, 1999",K.C. Douglas,Mercury Blues,Arhoolie
blues,9905,"May 3 - 9, 1999",Corey Harris,Greens From The Garden,Alligator
blues,9905,"May 3 - 9, 1999",Toni Price,Low Down And Up,Antone's
blues,9905,"May 3 - 9, 1999",Boozoo Chavis,Who Stole My Monkey?,Rounder
blues,9905,"May 3 - 9, 1999",(Various),From Mississippi To Chicago,HMG
blues,9905,"May 3 - 9, 1999",Clarence Gatemouth Brown,Blackjack,Sugar Hill
blues,9905,"May 3 - 9, 1999","Lawrence ""Black"" Ardoin",Tradition Creole,Arhoolie
blues,9905,"May 3 - 9, 1999",Rusty Zinn,Confessin',Black Top
blues,9905,"May 3 - 9, 1999",Cephas & Wiggins,Homemade,Alligator
blues,9905,"May 3 - 9, 1999",Eric Bibb,Spirit and the Blues,Earthbeat!
blues,9905,"May 3 - 9, 1999",Snooky Pryor,Shake My Hand,Blind Pig
blues,9906,"May 31 - June 6, 1999",John Jackson,Front Porch Blues,Alligator
blues,9906,"May 31 - June 6, 1999","Brooks, Hunter & Walker",Lone Star Shootout,Alligator
